year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2012,2145.03085,2,1,1,4,1,1,3,5,4,1,3,2,2,0,1,2,1,0,0,2,4
2012,2402.98312,2,1,2,1,8,3,1,0,3,3,6,1,1,3,1,2,1,1,2,2,1
2012,4351.06237,1,2,2,2,7,4,3,5,4,1,4,1,2,0,1,2,1,1,2,2,1
2012,2386.42982,1,1,1,4,5,1,3,0,4,2,4,2,3,5,1,2,1,0,0,2,1
2012,3492.52323,1,1,2,1,6,4,5,2,4,1,1,1,1,2,1,2,1,0,0,2,1
2012,3492.52323,1,1,2,1,6,4,5,2,4,1,1,1,1,2,1,2,1,0,0,2,1
2012,3915.58758,2,1,2,1,3,1,7,1,2,1,4,1,1,1,1,2,1,0,0,2,1
2012,3259.52214,1,1,2,1,6,5,6,2,4,1,4,2,3,5,1,2,1,0,0,2,3
2012,2293.1251,1,1,2,1,4,1,3,0,1,2,3,1,2,0,1,2,1,0,0,1,4
2012,3142.48764,2,1,1,4,6,2,4,2,2,1,5,1,1,1,1,2,1,1,2,1,3
2012,1596.5804,2,1,2,1,8,2,6,1,4,3,2,1,2,0,1,2,1,1,1,2,1
2012,4136.83917,2,2,2,2,6,4,1,3,2,1,2,1,2,0,1,2,1,1,1,2,1
2012,2673.00654,2,1,2,1,8,5,88,1,1,2,3,2,2,0,1,2,1,0,0,2,5
2012,3477.5092,1,1,2,1,3,1,88,5,1,1,4,2,2,0,1,2,1,0,0,2,1
2012,2524.14049,1,1,1,4,2,1,6,5,1,1,5,2,2,0,1,2,1,0,0,2,1
2012,5010.54592,1,2,2,2,3,1,88,5,1,1,5,2,1,1,1,2,1,0,0,2,3
2012,1846.70844,1,1,2,1,6,4,3,3,2,1,4,1,1,1,1,2,1,1,2,2,3
2012,3119.83098,1,1,2,1,8,4,2,1,1,1,4,1,2,0,1,2,1,0,0,2,1
2012,4316.87877,1,2,2,2,4,1,1,0,3,3,4,2,1,1,1,2,1,1,1,2,1
2012,3351.52884,1,1,2,1,4,1,4,1,2,2,4,1,2,0,1,2,1,0,0,2,1
2012,4873.64513,1,2,2,2,1,1,3,3,3,1,4,1,2,0,1,2,1,0,0,2,2
2012,4873.64513,1,2,2,2,1,1,3,3,3,1,4,3,2,0,1,2,1,1,1,2,3
2012,3833.18655,2,1,2,1,6,4,5,0,4,2,3,1,2,0,1,2,1,0,0,2,1
2012,4097.18491,2,2,2,2,3,1,2,3,3,1,4,2,2,0,1,2,1,0,0,2,3
2012,3763.60505,2,2,2,2,7,4,88,3,3,1,1,1,2,0,1,2,1,1,1,1,1
2012,3654.95957,1,1,1,4,5,1,6,1,2,2,4,2,2,0,1,2,1,0,0,2,5
2012,2665.62844,1,1,2,1,7,4,88,0,3,2,4,1,1,1,1,2,1,1,2,2,3
2012,3918.03663,1,2,2,2,4,1,3,3,3,1,4,1,1,1,1,2,1,1,2,2,1
2012,3080.92639,1,1,1,4,6,2,7,0,3,2,4,2,3,5,1,2,1,0,0,2,3
2012,4054.59768,2,1,2,1,6,4,3,0,4,2,2,1,2,0,1,2,1,0,0,2,2
2012,3738.70239,1,2,1,4,2,1,3,5,4,1,4,1,1,1,1,2,1,0,0,2,3
2012,2941.65487,1,1,1,4,8,4,4,4,4,1,6,1,1,1,1,2,1,0,0,2,3
2012,3409.13633,1,2,2,2,7,1,88,2,1,2,4,2,1,2,1,2,1,1,1,2,3
2012,3409.13633,1,2,2,2,7,1,88,2,1,2,5,1,1,1,1,2,1,0,0,2,3
2012,2628.93768,1,2,2,2,7,5,1,2,3,1,4,2,1,1,1,2,1,0,0,2,3
2012,3367.95886,1,1,2,1,5,1,7,1,4,2,5,3,2,0,1,2,1,0,0,2,3
2012,3316.8483,1,3,1,4,1,1,5,1,4,2,4,2,1,4,1,2,1,0,0,2,4
2012,4162.57254,2,2,2,2,5,4,5,2,3,1,4,2,1,1,1,2,1,1,2,2,3
2012,2925.35797,1,1,1,4,6,2,6,5,4,1,4,2,1,1,1,2,1,0,0,2,4
2012,36287.3831,1,1,2,1,6,5,1,5,4,1,4,2,1,1,1,2,1,1,1,2,1
2012,3737.70848,1,3,2,3,5,1,5,1,4,1,4,1,3,5,1,2,1,0,0,2,3
2012,21147.0174,1,1,2,1,7,2,7,0,2,3,3,1,1,3,1,2,1,0,0,1,1
2012,3128.10166,1,2,2,2,6,2,88,4,2,1,4,1,1,1,1,2,1,1,1,,3
2012,2687.33692,2,1,2,1,5,5,2,1,1,2,1,1,2,0,1,2,1,1,2,2,1
2012,2926.85207,2,1,2,1,6,5,3,0,3,2,4,2,2,0,1,2,1,0,0,2,3
2012,3311.86309,1,2,2,2,7,1,88,3,3,1,4,2,1,1,1,2,1,0,0,2,3
2012,2688.90545,1,1,2,1,2,1,4,1,2,2,3,1,1,1,1,2,1,0,0,2,2
2012,4679.62127,1,1,2,1,2,1,7,1,1,2,3,1,2,0,1,2,1,1,2,,2
2012,2920.35572,1,1,2,1,7,1,7,5,1,1,4,1,1,1,1,2,1,0,0,2,1
2012,4488.08048,1,1,1,4,1,1,4,5,1,1,4,2,2,0,1,2,1,1,2,2,3
2012,3160.52195,1,2,2,2,7,1,88,5,1,1,4,2,1,2,1,2,1,0,0,2,3
2012,3077.90085,1,1,2,1,6,2,6,1,1,2,4,1,1,3,1,2,1,1,2,2,3
2012,2686.11715,2,2,2,2,7,1,88,3,2,1,4,1,1,1,1,2,1,0,0,2,1
2012,3521.68714,1,1,2,1,6,1,88,1,2,1,5,2,1,1,1,2,1,0,0,2,1
2012,4722.98137,1,2,2,2,2,1,5,4,3,1,4,2,1,4,1,2,1,0,0,2,3
2012,2984.36204,2,1,2,1,6,2,88,3,3,1,3,2,2,0,1,2,1,1,2,2,5
2012,2984.36204,2,1,2,1,6,2,88,3,3,1,3,2,2,0,1,2,1,0,0,2,5
2012,2730.69236,2,1,1,4,7,1,4,5,3,1,4,1,2,0,1,2,1,0,0,2,1
2012,2757.58277,1,2,2,2,6,2,3,0,3,2,4,2,2,0,1,2,1,0,0,2,3
2012,1777.10829,1,1,2,1,7,1,4,5,4,1,4,2,1,2,1,2,1,0,0,2,3
2012,2846.03735,1,3,2,3,3,1,5,2,4,2,4,1,2,0,1,2,1,1,1,2,3
2012,2891.65094,1,1,2,1,7,4,7,5,4,1,4,2,1,3,1,2,1,0,0,2,1
2012,2470.84731,2,1,1,4,4,1,5,1,4,2,4,1,2,0,1,2,1,1,1,2,1
2012,2201.36728,1,2,2,2,7,2,1,5,4,1,4,2,1,2,1,2,1,0,0,2,2
2012,2303.1098,1,2,1,4,3,1,7,2,4,2,4,1,1,2,1,2,1,0,0,2,3
2012,2180.97298,2,1,1,4,6,2,6,1,4,2,1,2,2,0,1,2,1,1,2,2,1
2012,3663.88364,1,1,2,1,6,2,7,2,4,2,4,1,1,1,1,2,1,0,0,2,3
2012,1456.25687,1,1,2,1,8,3,3,3,4,1,4,1,2,0,1,2,1,0,0,2,3
2012,3727.9849,1,1,2,1,2,1,7,1,4,2,4,1,1,2,1,2,1,0,0,2,1
2012,2089.28671,1,1,2,1,6,1,7,3,4,1,4,2,1,1,1,2,1,0,0,2,3
2012,2089.28671,1,1,2,1,6,1,7,3,4,1,4,2,1,1,1,2,1,0,0,2,2
2012,11960.78058,1,1,2,1,1,1,6,2,4,1,3,2,3,5,1,2,1,0,0,2,4
2012,3372.01497,2,1,2,1,4,1,3,2,1,1,4,1,3,5,1,2,1,1,2,1,1
2012,3818.56547,2,1,2,1,5,5,1,1,3,1,1,2,1,1,1,2,1,0,0,2,1
2012,3818.56547,2,1,2,1,5,5,1,1,3,1,1,2,1,1,1,2,1,0,0,2,1
2012,3260.50187,2,2,2,2,5,1,88,2,3,1,4,1,1,2,1,2,1,0,0,2,3
2012,1913.5418,1,2,2,2,7,2,5,5,1,1,5,1,2,0,1,2,1,0,0,2,3
2012,3825.32205,1,1,1,4,6,1,88,1,1,2,4,1,1,1,1,2,1,1,2,2,3
2012,1661.39579,2,1,2,1,7,4,7,1,1,2,1,1,2,0,1,2,1,0,0,2,2
2012,3083.16426,1,1,2,1,5,1,1,0,3,2,3,2,1,1,1,2,1,0,0,2,2
2012,2127.54397,2,1,2,1,4,1,1,2,4,1,1,2,2,0,1,2,1,0,0,2,1
2012,1994.59423,1,2,2,2,8,4,6,1,1,2,5,1,1,3,1,2,1,1,2,2,3
2012,2653.31865,2,1,2,1,4,2,5,0,3,2,4,2,1,3,1,2,1,0,0,2,1
2012,3789.7671,1,1,2,1,5,2,6,1,2,2,4,1,1,2,1,2,1,1,2,2,3
2012,3577.87338,1,2,2,2,7,4,2,5,2,1,6,1,1,1,1,2,1,0,0,2,3
2012,2626.9167,2,1,1,4,6,5,88,1,3,2,4,2,2,0,1,2,1,0,0,2,3
2012,2214.88973,1,1,2,1,5,1,6,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2012,1559.22256,2,1,2,1,5,1,88,0,3,2,1,1,2,0,1,4,2,1,2,2,1
2012,1660.82508,2,1,2,1,6,2,4,0,3,2,2,1,2,0,1,4,2,1,2,2,2
2012,1700.84367,1,1,2,1,7,1,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2012,3914.42642,2,1,2,1,5,1,7,1,2,2,1,2,2,0,1,4,2,0,0,2,2
2012,26215.3254,2,1,2,1,6,2,4,1,3,3,4,2,2,0,1,4,2,0,0,2,3
2012,2007.43569,2,1,1,4,1,1,7,1,2,2,4,2,2,0,1,4,2,1,1,2,4
2012,3377.58557,1,2,2,2,1,1,4,1,2,1,3,2,2,0,1,4,2,0,0,2,4
2012,3377.58557,1,2,2,2,1,1,4,1,2,1,3,2,2,0,1,4,2,0,0,2,4
2012,2626.17033,2,1,2,1,7,1,1,2,3,1,3,1,3,5,1,4,2,0,0,2,1
2012,2545.51601,1,2,2,2,8,1,3,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2012,4673.39959,1,1,2,1,3,1,88,0,2,2,4,2,2,0,1,4,2,0,0,2,4
2012,3079.85871,1,1,2,1,3,2,3,1,3,3,3,2,2,0,1,4,2,0,0,2,5
2012,1562.6748,1,1,2,1,7,2,7,2,3,2,5,1,2,0,1,4,2,0,0,2,3
2012,3624.4381,1,2,2,2,5,2,7,0,3,2,4,3,2,0,1,4,2,0,0,2,3
2012,3624.4381,1,2,2,2,5,2,7,0,3,2,4,1,2,0,1,4,2,0,0,2,3
2012,2035.28183,1,3,2,3,4,2,4,2,4,1,4,2,3,5,1,4,2,0,0,2,3
2012,1661.63441,1,1,2,1,6,2,7,1,3,2,3,1,2,0,1,4,2,0,0,2,3
2012,1624.47359,2,1,2,1,6,2,7,1,3,2,3,1,2,0,1,4,2,0,0,2,3
2012,2847.68428,1,1,2,1,6,2,6,0,3,2,4,2,2,0,1,4,2,0,0,2,3
2012,2562.2771,2,2,2,2,7,2,7,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2012,20957.649,2,1,2,1,4,5,88,1,1,2,1,2,2,0,1,4,2,0,0,1,1
2012,3354.81006,2,2,2,2,5,1,88,4,3,1,4,1,2,0,1,4,2,0,0,2,1
2012,3206.96518,1,2,2,2,7,5,88,5,1,1,2,1,2,0,1,4,2,0,0,2,1
2012,3162.11334,2,1,2,1,5,4,7,0,3,2,3,2,2,0,1,4,2,0,0,2,2
2012,1747.87255,2,1,2,1,4,2,88,1,1,3,2,1,2,0,1,4,2,1,1,2,3
2012,2576.34331,2,1,1,4,5,1,4,4,3,1,1,2,2,0,1,4,2,0,0,2,2
2012,2470.75666,1,1,1,4,2,1,6,0,3,2,3,2,2,0,1,4,2,0,0,2,4
2012,3507.835,1,1,1,4,6,4,2,1,3,3,3,2,2,0,1,4,2,0,0,2,1
2012,3690.45879,1,3,2,3,1,1,2,2,4,1,3,2,2,0,1,4,2,1,1,2,4
2012,3690.45879,1,3,2,3,1,1,2,2,4,1,3,2,2,0,1,4,2,0,0,2,4
2012,1726.53083,2,1,1,4,4,1,1,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2012,1649.55702,2,1,1,4,5,4,2,4,3,1,1,1,2,0,1,4,2,1,2,2,1
2012,3187.70608,1,1,1,4,7,2,88,0,3,2,2,1,2,0,1,4,2,0,0,2,1
2012,3625.8975,1,1,2,1,2,1,88,0,3,2,3,2,2,0,1,4,2,0,0,2,4
2012,2201.37638,2,1,1,4,4,1,88,1,1,2,5,2,3,5,1,4,2,0,0,2,3
2012,3407.77848,1,1,2,1,3,1,1,1,3,3,4,2,2,0,1,4,2,0,0,2,3
2012,3160.82322,2,1,2,1,6,1,88,1,1,2,4,2,2,0,1,4,2,0,0,2,1
2012,2222.57939,1,1,2,1,1,1,88,1,4,2,3,2,2,0,1,4,2,1,1,2,1
2012,2222.57939,1,1,2,1,1,1,88,1,4,2,3,2,2,0,1,4,2,0,0,2,2
2012,2820.90657,2,1,2,1,6,4,88,4,4,1,2,1,2,0,1,4,2,0,0,1,1
2012,2684.73646,1,1,2,1,8,2,7,2,4,1,6,2,2,0,1,4,2,0,0,2,1
2012,21627.90216,1,3,2,3,6,2,88,1,4,1,4,1,2,0,1,4,2,0,0,2,3
2012,3763.48239,2,1,1,4,2,1,3,2,4,2,4,2,2,0,1,4,2,0,0,2,3
2012,2846.03735,1,3,2,3,3,1,5,2,4,2,3,2,2,0,1,4,2,1,1,2,5
2012,2900.6125,1,1,2,1,7,1,6,2,4,1,4,1,2,0,1,4,2,0,0,2,1
2012,1874.93582,1,1,1,4,5,2,7,5,4,1,4,1,2,0,1,4,2,0,0,2,3
2012,2954.23813,2,1,2,1,7,4,7,5,4,1,4,2,2,0,1,4,2,0,0,2,5
2012,4140.37019,1,1,2,1,6,2,6,1,4,2,4,1,2,0,1,4,2,0,0,2,5
2012,1812.42767,2,1,1,4,6,4,4,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2012,1812.42767,2,1,1,4,6,4,4,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2012,1778.96752,1,1,2,1,7,4,7,1,2,3,1,2,2,0,1,4,2,0,0,2,1
2012,2001.29841,1,1,2,1,6,4,2,1,3,2,3,1,2,0,1,4,2,1,1,2,2
2012,2001.29841,1,1,2,1,6,4,2,1,3,2,3,2,2,0,1,4,2,1,2,2,2
2012,2381.1555,2,1,1,4,2,1,6,1,2,3,3,1,2,0,1,4,2,1,1,2,2
2012,3374.39822,2,2,2,2,6,2,5,2,2,1,4,2,2,0,1,4,2,0,0,2,5
2012,3229.59125,2,2,2,2,5,1,1,4,1,1,4,1,2,0,1,4,2,0,0,2,1
2012,1603.52999,2,2,2,2,5,2,2,3,3,1,4,1,3,5,1,4,2,0,0,2,1
2012,3309.72392,1,3,1,4,4,1,88,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2012,4604.27124,2,1,2,1,3,1,7,2,2,1,4,2,2,0,1,4,2,0,0,2,3
2012,1694.98654,2,1,2,1,7,4,4,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2012,1830.85718,2,1,2,1,5,2,7,1,3,3,4,2,2,0,1,4,2,0,0,2,3
2012,2726.22697,2,2,2,2,6,5,2,1,3,1,4,2,2,0,1,4,2,1,1,2,3
2012,3228.53773,2,1,2,1,7,2,88,1,2,1,2,2,2,0,1,4,2,0,0,2,2
2012,3228.53773,2,1,2,1,7,2,88,1,2,1,2,2,2,0,1,4,2,0,0,2,2
2012,3045.29106,1,2,2,2,6,1,4,0,3,3,3,2,2,0,1,4,2,0,0,2,1
2012,3045.29106,1,2,2,2,6,1,4,0,3,3,3,2,2,0,1,4,2,0,0,2,1
2012,3118.76263,1,2,2,2,1,1,4,0,3,3,2,2,2,0,1,4,2,0,0,2,4
2012,3140.64297,2,1,2,1,5,1,88,1,2,1,4,1,3,5,1,4,2,1,1,2,5
2012,1803.09872,1,1,2,1,6,2,7,1,2,1,4,1,2,0,1,4,2,0,0,2,3
2012,1662.85614,2,1,2,1,6,2,7,1,2,1,4,1,2,0,1,4,2,0,0,2,3
2012,3338.15852,2,3,2,3,3,1,7,5,1,1,4,2,2,0,1,4,2,0,0,2,1
2012,4645.62283,2,1,1,4,2,1,3,2,4,2,3,2,2,0,1,4,2,1,2,2,3
2012,1659.56171,2,2,2,2,5,5,1,3,2,1,4,2,2,0,1,4,2,0,0,2,1
2012,3725.6337,1,2,2,2,7,1,88,5,1,1,4,2,3,5,1,4,2,0,0,2,3
2012,2852.34608,2,1,2,1,8,3,4,5,1,1,3,1,2,0,1,4,2,1,1,2,1
2012,1824.64233,1,1,2,1,6,5,4,4,2,1,4,1,3,5,1,4,2,0,0,2,3
2012,2345.90285,2,1,2,1,5,1,88,1,2,1,3,1,2,0,1,4,2,1,1,2,1
2012,3296.90147,2,1,2,1,6,1,3,4,3,1,4,2,3,5,1,4,2,0,0,2,3
2012,2943.94703,1,1,1,4,2,1,4,2,4,1,3,1,2,0,1,4,2,1,2,2,3
2012,3226.73646,1,1,2,1,7,2,5,1,2,2,2,2,2,0,1,4,2,1,2,2,2
2012,2997.81147,1,1,2,1,5,1,7,1,1,2,4,2,2,0,1,4,2,0,0,2,3
2012,2008.09264,2,1,2,1,4,2,3,5,1,1,4,2,3,5,1,4,2,0,0,2,3
2012,2964.54994,2,1,2,1,8,4,88,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2012,2964.54994,2,1,2,1,8,4,88,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2012,3135.35316,2,1,2,1,6,4,6,1,2,3,3,1,3,5,1,4,2,0,0,2,3
2012,4081.0872,2,1,2,1,4,1,3,2,2,1,5,2,3,5,1,2,1,0,0,2,3
2012,2752.66227,1,1,2,1,8,3,88,5,2,1,5,1,2,0,1,2,1,0,0,2,1
2012,3381.96344,2,2,2,2,5,1,88,5,3,1,1,1,2,0,1,2,1,1,1,2,1
2012,3083.91882,1,3,2,3,7,4,2,5,3,1,5,1,1,3,1,2,1,1,2,1,3
2012,2756.72731,2,1,2,1,6,2,88,0,1,2,4,1,1,1,1,2,1,0,0,2,3
2012,3256.62418,1,3,2,3,5,1,6,5,3,1,4,2,2,0,1,2,1,0,0,2,3
2012,4595.61529,1,3,2,3,4,1,6,5,3,1,4,2,2,0,1,2,1,1,1,2,3
2012,4809.39335,1,1,2,1,4,1,7,1,4,2,4,2,1,2,1,2,1,0,0,2,3
2012,2692.76747,1,3,2,3,8,2,88,0,3,2,4,2,2,0,1,2,1,0,0,2,5
2012,4566.15825,1,3,2,3,4,1,3,5,3,1,5,1,1,1,1,2,1,0,0,2,3
2012,3084.73234,2,1,1,4,5,2,2,5,3,1,5,1,3,5,1,2,1,1,1,2,3
2012,3034.45345,1,1,1,4,6,2,88,5,3,1,4,1,2,0,1,2,1,0,0,2,2
2012,5238.51456,2,1,1,4,4,5,4,1,4,2,1,3,2,0,1,2,1,1,1,2,1
2012,2859.81763,2,1,2,1,7,4,6,2,4,2,4,1,2,0,1,2,1,0,0,2,1
2012,3986.69188,1,1,1,4,6,1,4,2,4,2,4,2,2,0,1,2,1,1,2,2,3
2012,2220.00933,1,1,2,1,7,1,7,0,3,3,4,1,1,1,1,2,1,0,0,2,1
2012,4598.97365,2,2,2,2,2,1,3,4,2,1,4,1,2,0,1,2,1,1,2,2,3
2012,6494.33336,1,2,2,2,5,1,4,1,1,2,4,1,1,2,1,2,1,0,0,2,1
2012,2650.12189,1,1,1,4,7,2,7,1,3,2,2,2,2,0,1,2,1,0,0,2,1
2012,2881.3522,1,1,2,1,6,2,7,1,2,3,5,1,2,0,1,2,1,0,0,2,3
2012,2263.42675,2,1,2,1,7,3,3,1,2,1,4,1,1,1,1,2,1,0,0,2,1
2012,3264.85949,2,1,2,1,5,1,2,3,2,1,3,1,1,1,1,2,1,1,1,2,1
2012,3805.67648,2,1,2,1,5,1,2,3,2,1,3,1,1,1,1,2,1,1,2,2,1
2012,4866.15091,1,2,2,2,7,1,88,1,3,2,4,2,1,1,1,2,1,1,1,2,3
2012,3191.49169,1,1,2,1,5,4,88,1,3,2,4,1,1,1,1,2,1,0,0,2,3
2012,3319.50979,1,1,2,1,3,1,1,1,2,1,6,1,2,0,1,2,1,1,2,2,4
2012,4739.20003,2,1,2,1,2,1,1,1,2,3,2,2,2,0,1,2,1,1,2,2,1
2012,4220.35787,1,1,1,4,2,1,88,5,1,1,4,1,2,0,1,2,1,0,0,2,3
2012,4294.90822,1,3,2,3,2,1,88,1,1,2,4,1,3,5,1,2,1,1,2,2,3
2012,3739.92199,2,2,2,2,5,1,3,3,4,1,4,1,1,2,1,2,1,0,0,2,1
2012,2753.21267,1,2,2,2,5,2,5,1,3,2,6,1,1,1,1,2,1,0,0,2,3
2012,1926.03695,2,2,2,2,7,4,2,5,3,1,4,1,1,2,1,2,1,0,0,2,3
2012,1926.03695,2,2,2,2,7,4,2,5,3,1,4,1,1,2,1,2,1,0,0,2,3
2012,5602.76239,1,1,2,1,3,1,88,0,4,2,2,2,2,0,1,2,1,0,0,2,1
2012,2768.63736,2,1,2,1,7,2,6,2,4,1,2,2,2,0,1,2,1,1,2,2,1
2012,2768.63736,2,1,2,1,7,2,6,2,4,1,2,2,2,0,1,2,1,1,2,2,1
2012,5046.72938,1,2,2,2,4,1,88,1,4,1,4,2,2,0,1,2,1,0,0,2,3
2012,4161.54938,2,1,1,4,4,1,6,4,4,1,4,1,1,1,1,2,1,0,0,2,3
2012,3610.18117,2,1,1,4,5,5,4,4,2,1,1,2,2,0,1,2,1,1,2,2,1
2012,20360.4276,1,1,2,1,6,2,7,1,4,2,4,1,3,5,1,2,1,0,0,2,3
2012,2586.90793,1,1,2,1,4,1,6,1,2,2,4,1,1,2,1,2,1,1,1,2,1
2012,1849.37645,1,1,2,1,7,1,1,1,4,3,3,2,1,2,1,2,1,0,0,2,1
2012,2507.53662,1,1,2,1,3,1,88,2,2,1,5,1,1,1,1,2,1,0,0,2,3
2012,2356.25497,1,2,2,2,6,2,88,1,3,2,4,1,1,1,1,2,1,0,0,2,3
2012,1996.26989,1,1,2,1,1,1,2,1,2,3,4,2,3,5,1,2,1,0,0,2,1
2012,3082.28715,1,1,2,1,5,4,5,0,2,2,3,2,1,1,1,2,1,0,0,2,1
2012,3821.25373,2,1,2,1,6,5,4,2,2,1,4,1,3,5,1,2,1,1,2,2,3
2012,3048.81547,2,1,2,1,5,1,5,1,3,2,1,1,2,0,1,2,1,0,0,1,2
2012,3048.81547,2,1,2,1,5,1,5,1,3,2,1,2,2,0,1,2,1,1,1,2,1
2012,3346.16073,1,1,1,4,5,1,3,1,2,2,4,1,1,1,1,2,1,0,0,2,3
2012,3504.53101,2,2,2,2,7,2,2,5,1,1,4,1,2,0,1,2,1,1,1,2,3
2012,3504.53101,2,2,2,2,7,2,2,5,1,1,4,2,2,0,1,2,1,1,1,2,3
2012,3026.02991,1,1,2,1,7,4,1,1,3,1,4,2,1,2,1,2,1,0,0,2,3
2012,3237.21397,1,1,1,4,5,1,2,5,3,1,4,1,1,3,1,2,1,1,2,1,3
2012,3292.53993,1,1,2,1,6,1,1,1,3,2,4,1,1,2,1,2,1,1,2,1,3
2012,5758.37897,1,1,1,4,6,88,88,2,1,1,4,1,1,2,1,2,1,0,0,2,3
2012,3632.16441,1,1,1,4,6,2,4,5,4,1,4,1,1,2,1,2,1,1,2,2,3
2012,3082.75636,2,1,2,1,4,1,1,1,4,3,2,1,2,0,1,2,1,0,0,2,1
2012,3092.04413,2,3,2,3,5,1,88,5,4,1,4,2,1,1,1,2,1,0,0,2,3
2012,3732.93153,2,1,2,1,4,1,4,1,4,2,3,2,2,0,1,2,1,0,0,2,2
2012,2304.51847,1,2,2,2,7,2,2,1,3,2,4,1,1,1,1,2,1,0,0,2,3
2012,3470.98864,1,1,2,1,5,1,6,5,4,1,4,2,2,0,1,2,1,0,0,2,3
2012,3345.39227,2,1,2,1,5,2,7,1,4,2,4,1,2,0,1,2,1,0,0,2,3
2012,5907.97933,2,1,2,1,3,1,2,1,2,1,3,1,1,1,1,2,1,0,0,2,3
2012,2740.92091,2,1,2,1,7,4,1,1,2,3,4,1,3,5,1,2,1,0,0,2,3
2012,2797.34251,1,1,2,1,7,2,88,1,2,3,4,2,1,1,1,2,1,0,0,2,1
2012,3388.20063,1,1,2,1,7,2,6,5,1,1,6,1,2,0,1,2,1,1,1,2,1
2012,3183.33117,2,1,2,1,5,1,7,5,1,1,1,1,2,0,1,2,1,1,1,2,1
2012,2870.8584,1,3,2,3,8,2,6,2,4,1,3,1,1,2,1,2,1,0,0,2,1
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,1,1,2,0,1,2,1,0,0,2,1
2012,3417.92814,1,1,2,1,5,1,6,5,1,1,1,2,2,0,1,2,1,1,1,2,1
2012,2862.3753,1,1,2,1,7,4,88,0,3,2,3,2,2,0,1,2,1,0,0,2,1
2012,2636.27002,1,3,1,4,5,1,1,0,3,3,3,2,2,0,1,2,1,1,1,2,3
2012,1643.3746,2,1,2,1,7,2,88,4,3,1,2,2,2,0,1,2,1,0,0,2,1
2012,4120.86436,1,1,1,4,2,1,88,1,4,3,3,1,1,1,1,2,1,0,0,2,3
2012,1971.90465,1,3,2,3,5,2,4,5,4,1,4,2,3,5,1,2,1,0,0,2,1
2012,3307.97299,1,1,1,4,7,2,6,3,4,1,4,2,1,4,1,2,1,0,0,2,1
2012,3762.52276,1,1,1,4,6,2,2,0,4,2,4,1,1,2,1,2,1,1,2,2,3
2012,3167.80427,1,1,2,1,6,5,7,2,4,2,1,1,2,0,1,2,1,1,1,2,1
2012,1786.53904,2,1,2,1,4,2,3,1,3,3,2,1,2,0,1,2,1,0,0,2,2
2012,3028.62048,2,1,2,1,7,1,1,1,4,1,4,1,2,0,1,2,1,1,2,2,3
2012,3662.44417,1,1,2,1,5,2,2,1,1,1,4,2,1,2,1,2,1,0,0,2,3
2012,2840.27657,1,1,2,1,5,1,2,4,3,1,4,1,1,1,1,2,1,0,0,2,1
2012,3399.98559,1,2,2,2,6,2,88,4,2,1,4,2,1,1,1,2,1,0,0,2,3
2012,2127.43896,2,1,2,1,4,1,1,4,2,1,1,1,2,0,1,2,1,1,2,2,1
2012,2956.22399,1,2,2,2,6,5,2,1,2,1,4,2,1,3,1,2,1,1,2,2,3
2012,1498.00512,2,1,2,1,7,4,3,1,2,2,3,1,2,0,1,4,2,0,0,2,1
2012,2546.90019,1,1,2,1,5,1,3,1,2,2,4,2,2,0,1,4,2,0,0,2,1
2012,2109.89793,1,1,2,1,7,2,7,1,1,2,4,1,3,5,1,4,2,0,0,2,5
2012,2887.12254,2,1,2,1,6,2,3,1,3,1,3,1,3,5,1,4,2,0,0,2,1
2012,1540.39425,2,1,2,1,6,4,88,1,2,3,1,1,2,0,1,4,2,0,0,2,1
2012,2855.21583,2,1,2,1,7,2,7,0,1,2,4,1,2,0,1,4,2,1,2,2,5
2012,2150.01155,2,1,2,1,6,2,7,1,1,2,4,1,2,0,1,4,2,0,0,2,3
2012,3166.97616,1,1,2,1,6,2,88,1,1,2,4,1,2,0,1,4,2,0,0,2,5
2012,3166.97616,1,1,2,1,6,2,88,1,1,2,4,1,2,0,1,4,2,1,1,2,3
2012,2860.23418,2,1,2,1,7,2,7,5,1,1,4,2,2,0,1,4,2,0,0,2,4
2012,4449.62892,1,1,2,1,2,1,88,1,2,2,3,1,2,0,1,4,2,0,0,2,3
2012,2989.52484,1,1,2,1,5,1,2,0,2,2,3,2,2,0,1,4,2,0,0,2,1
2012,4486.21404,2,1,2,1,1,1,7,1,2,2,3,2,2,0,1,4,2,0,0,2,5
2012,2536.22578,2,1,2,1,5,2,4,1,2,3,1,1,2,0,1,4,2,0,0,2,1
