year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2013,2727.46415,1,1,2,1,5,1,3,5,1,1,3,2,2,0,1,4,2,1,1,2,3
2013,2870.91882,1,1,2,1,6,1,3,0,1,2,2,2,2,0,1,4,2,0,0,2,1
2013,2871.77951,2,1,2,1,7,2,6,2,1,1,4,1,2,0,1,4,2,0,0,2,1
2013,2871.77951,2,1,2,1,7,2,6,2,1,1,4,1,3,5,1,4,2,0,0,2,1
2013,3044.32898,2,1,2,1,5,2,88,1,4,3,3,1,2,0,1,4,2,0,0,1,1
2013,4506.83874,2,2,2,2,6,2,7,0,3,2,4,1,2,0,1,4,2,0,0,2,3
2013,3610.33466,2,1,2,1,4,2,88,0,2,3,3,1,2,0,1,4,2,0,0,2,3
2013,3694.17921,1,1,2,1,1,1,7,0,3,2,3,2,2,0,1,4,2,0,0,2,2
2013,4751.38653,1,1,2,1,3,1,3,1,1,2,3,2,2,0,1,4,2,0,0,2,2
2013,3401.2766,2,1,2,1,6,4,3,0,2,2,4,1,3,5,1,4,2,0,0,2,3
2013,3334.28799,2,1,2,1,1,1,3,0,2,2,3,2,2,0,1,4,2,0,0,2,4
2013,5504.26833,2,1,2,1,2,1,3,0,2,2,4,2,2,0,1,4,2,1,1,2,2
2013,2946.33678,1,1,2,1,8,4,2,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2013,1353.39303,1,1,2,1,7,2,88,0,2,3,3,1,2,0,1,4,2,0,0,2,1
2013,1743.64246,1,1,2,1,7,5,3,3,2,1,3,2,2,0,1,4,2,0,0,2,5
2013,3143.1298,2,2,2,2,7,4,88,5,1,1,1,1,2,0,1,4,2,0,0,1,1
2013,3336.63112,2,1,2,1,5,2,3,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2013,1640.76967,2,2,2,2,5,1,3,1,1,1,1,2,2,0,1,4,2,1,2,1,1
2013,2568.40055,1,1,2,1,5,2,6,1,3,2,4,1,2,0,1,4,2,1,1,2,3
2013,2568.40055,1,1,2,1,5,2,6,1,3,2,4,1,2,0,1,4,2,1,1,2,3
2013,3037.38873,1,1,2,1,5,1,5,2,3,1,4,2,2,0,1,4,2,0,0,2,3
2013,40912.6929,2,1,2,1,2,1,7,2,3,1,3,2,2,0,1,4,2,1,1,2,4
2013,2970.66191,1,1,2,1,6,2,88,1,1,2,4,2,2,0,1,4,2,0,0,2,3
2013,4019.10402,1,1,1,4,1,1,88,0,3,2,4,2,2,0,1,4,2,0,0,2,4
2013,2720.53651,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2013,3288.78819,2,1,2,1,5,3,5,0,3,2,3,2,2,0,1,4,2,0,0,2,3
2013,4574.93181,1,1,2,1,6,4,6,1,4,1,4,1,2,0,1,4,2,0,0,2,4
2013,4113.13813,1,1,2,1,2,1,3,0,3,2,3,2,2,0,1,4,2,0,0,2,4
2013,3407.33929,1,1,2,1,6,2,7,1,4,1,4,2,2,0,1,4,2,0,0,2,3
2013,2966.8634,2,1,1,4,5,2,88,5,3,1,3,2,2,0,1,4,2,0,0,2,3
2013,2972.41665,2,1,2,1,6,2,88,0,1,2,2,1,3,5,1,4,2,0,0,2,3
2013,2864.88897,2,2,2,2,6,2,3,0,3,2,1,1,2,0,1,4,2,0,0,2,1
2013,2207.92003,2,3,1,4,1,1,5,1,3,2,4,2,2,0,1,4,2,0,0,2,4
2013,4490.56164,2,1,2,1,1,1,1,0,4,2,3,2,2,0,1,4,2,0,0,2,4
2013,2438.46028,1,1,2,1,1,1,6,1,3,2,4,1,2,0,1,4,2,0,0,2,4
2013,3060.65296,2,1,2,1,5,2,6,4,3,1,4,1,2,0,1,4,2,0,0,2,1
2013,3037.18945,2,1,2,1,7,2,4,1,3,3,2,2,2,0,1,4,2,0,0,2,1
2013,3719.21226,1,2,2,2,5,2,3,4,4,1,4,2,2,0,1,4,2,0,0,2,5
2013,4221.94426,1,1,1,4,1,1,5,1,4,2,4,2,2,0,1,4,2,0,0,2,4
2013,4363.41745,1,1,2,1,2,1,7,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2013,1746.6748,2,2,2,2,3,1,88,3,4,1,3,2,2,0,1,4,2,0,0,2,2
2013,1746.6748,2,2,2,2,3,1,88,3,4,1,3,2,2,0,1,4,2,0,0,2,2
2013,2644.35683,1,1,1,4,5,1,4,2,4,1,4,1,2,0,1,4,2,0,0,2,3
2013,2644.35683,1,1,1,4,5,1,4,2,4,1,4,2,2,0,1,4,2,1,1,2,3
2013,26057.4215,2,1,1,4,5,1,5,3,4,1,4,2,2,0,1,4,2,0,0,2,5
2013,1484.48505,2,1,2,1,7,5,5,2,4,2,3,2,2,0,1,4,2,0,0,2,2
2013,3376.9335,1,1,2,1,7,4,3,1,1,2,4,2,2,0,1,4,2,0,0,2,1
2013,3376.9335,1,1,2,1,7,4,3,1,1,2,4,2,2,0,1,4,2,0,0,2,1
2013,3376.9335,1,1,2,1,7,4,3,1,1,2,4,2,2,0,1,4,2,0,0,2,1
2013,1565.38561,2,1,2,1,7,2,6,1,1,2,3,2,2,0,1,4,2,0,0,2,5
2013,1565.38561,2,1,2,1,7,2,6,1,1,2,3,2,2,0,1,4,2,0,0,2,5
2013,2218.0347,2,2,2,2,2,1,3,1,3,2,1,2,2,0,1,4,2,0,0,2,1
2013,4234.79551,2,1,1,4,5,2,1,1,4,2,2,1,2,0,1,4,2,0,0,2,1
2013,4132.58307,2,2,2,2,2,1,1,2,1,1,3,2,2,0,1,4,2,0,0,2,4
2013,3106.53551,2,1,1,4,6,2,88,1,4,2,4,1,3,5,1,4,2,0,0,2,3
2013,3161.82226,1,1,2,1,2,1,6,1,4,2,5,2,2,0,1,4,2,1,1,2,4
2013,3653.90241,1,1,1,4,5,2,5,5,4,1,3,2,2,0,1,4,2,0,0,2,3
2013,4481.55544,2,1,2,1,2,1,3,1,4,3,3,1,2,0,1,4,2,0,0,2,4
2013,3352.26685,1,1,2,1,5,2,88,4,4,1,3,1,2,0,1,4,2,0,0,2,5
2013,4560.40963,1,1,1,4,3,1,4,2,4,2,4,2,2,0,1,4,2,0,0,2,3
2013,4731.98383,2,1,2,1,4,1,3,1,4,3,3,2,2,0,1,4,2,0,0,2,3
2013,4731.98383,2,1,2,1,4,1,3,1,4,3,3,2,2,0,1,4,2,1,2,2,1
2013,3519.2285,1,1,2,1,5,1,7,1,4,2,4,2,2,0,1,4,2,0,0,2,5
2013,1814.80098,2,1,2,1,6,1,7,4,4,1,4,2,3,5,1,4,2,0,0,2,3
2013,4412.60197,2,3,2,3,3,1,3,1,4,2,6,2,2,0,1,4,2,0,0,2,5
2013,2896.01891,2,1,1,4,6,4,4,0,4,2,4,1,2,0,1,4,2,0,0,2,1
2013,2896.01891,2,1,1,4,6,4,4,0,4,2,4,1,2,0,1,4,2,1,1,2,2
2013,5147.97244,2,1,1,4,4,1,88,5,4,1,4,2,2,0,1,4,2,0,0,2,3
2013,18306.004,1,1,2,1,7,2,1,1,4,2,4,1,2,0,1,4,2,0,0,2,1
2013,18306.004,1,1,2,1,7,2,1,1,4,2,4,1,2,0,1,4,2,0,0,2,1
2013,3315.43525,1,1,2,1,6,4,5,2,4,1,2,1,2,0,1,4,2,0,0,2,1
2013,3627.53211,1,1,2,1,3,1,1,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2013,7394.4189,1,2,2,2,1,1,88,1,2,1,3,1,2,0,1,4,2,0,0,2,4
2013,17279.8117,2,1,2,1,6,2,4,1,4,2,3,1,2,0,1,4,2,0,0,2,1
2013,3259.38791,2,1,2,1,6,2,6,1,4,2,1,2,2,0,1,4,2,1,2,1,1
2013,3350.358,1,1,2,1,6,1,3,4,4,1,4,1,2,0,1,4,2,1,2,2,3
2013,3983.08959,2,1,2,1,5,1,88,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2013,44605.2167,1,1,1,4,2,1,6,1,2,2,5,2,2,0,1,4,2,0,0,1,4
2013,4460.52167,1,1,1,4,2,1,6,1,2,2,6,2,2,0,1,4,2,0,0,1,4
2013,3597.91318,1,1,2,1,5,1,88,4,4,1,4,1,2,0,1,4,2,0,0,2,3
2013,1812.78151,2,1,2,1,4,1,88,2,2,1,4,2,2,0,1,4,2,1,1,2,3
2013,3513.1763,2,3,2,3,7,1,88,1,4,1,3,1,2,0,1,4,2,0,0,2,1
2013,3089.56735,1,1,2,1,4,1,4,1,4,2,2,1,2,0,1,4,2,0,0,2,1
2013,1853.28872,2,1,2,1,4,1,6,0,3,3,5,1,2,0,1,4,2,0,0,2,1
2013,4567.48719,2,2,2,2,2,1,2,3,3,1,3,1,2,0,1,4,2,1,1,2,1
2013,3908.79657,1,1,2,1,5,1,6,4,4,1,5,2,2,0,1,4,2,1,1,2,3
2013,2027.40717,1,1,2,1,7,2,5,1,4,2,4,1,2,0,1,4,2,0,0,2,5
2013,3468.90347,1,1,2,1,6,5,6,2,4,1,4,1,2,0,1,4,2,0,0,2,3
2013,3468.90347,1,1,2,1,6,5,6,2,4,1,4,1,2,0,1,4,2,0,0,2,3
2013,3245.56161,1,1,2,1,6,1,88,1,4,3,3,1,3,5,1,4,2,0,0,2,3
2013,4196.47517,2,3,2,3,1,1,88,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2013,3017.51533,2,1,2,1,6,5,7,1,4,2,1,1,2,0,1,4,2,1,1,1,1
2013,3179.94511,1,1,2,1,7,5,88,1,4,1,2,1,2,0,1,4,2,1,1,2,1
2013,3342.05801,1,3,2,3,5,4,7,1,4,1,1,2,2,0,1,4,2,1,1,2,1
2013,3342.05801,1,3,2,3,5,4,7,1,4,1,1,2,2,0,1,4,2,0,0,2,1
2013,3589.55393,1,1,2,1,7,2,6,0,3,2,4,2,3,5,1,4,2,0,0,2,3
2013,2862.62256,2,1,2,1,6,5,88,0,3,2,1,1,2,0,1,4,2,0,0,2,1
2013,3032.94053,2,1,2,1,2,1,2,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2013,18197.64318,2,1,2,1,2,1,2,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2013,1794.52004,2,1,2,1,4,1,1,3,3,1,1,1,2,0,1,4,2,1,1,2,1
2013,1794.52004,2,1,2,1,4,1,1,3,3,1,1,1,2,0,1,4,2,1,1,2,1
2013,3293.76296,2,1,2,1,4,1,3,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2013,3128.16336,2,1,2,1,7,2,7,1,2,3,4,1,2,0,1,4,2,0,0,2,3
2013,3001.90899,2,3,2,3,4,1,88,1,3,2,3,2,2,0,1,4,2,0,0,2,1
2013,1622.98248,1,1,2,1,7,4,5,1,3,2,1,1,2,0,1,4,2,0,0,2,1
2013,2581.07352,2,1,2,1,5,2,5,0,2,2,3,2,2,0,1,4,2,0,0,1,5
2013,3935.20094,1,1,2,1,4,1,5,1,3,1,3,1,2,0,1,4,2,1,1,2,2
2013,2900.87918,2,1,2,1,7,2,6,1,2,1,2,2,2,0,1,4,2,0,0,2,2
2013,6360.62124,2,2,2,2,2,1,88,1,2,3,5,2,3,5,1,4,2,0,0,2,3
2013,2111.35306,1,1,2,1,1,1,6,1,3,1,3,2,2,0,1,4,2,0,0,2,4
2013,2715.10615,1,1,2,1,6,2,7,0,2,2,2,1,2,0,1,4,2,0,0,2,1
2013,2220.85016,2,1,1,4,4,1,88,1,1,2,1,2,2,0,1,4,2,1,1,2,1
2013,3713.96335,1,1,2,1,6,1,2,1,2,3,3,1,2,0,1,4,2,0,0,1,1
2013,3393.31565,1,1,2,1,5,4,2,0,2,2,3,1,2,0,1,4,2,0,0,1,3
2013,1625.29243,1,1,2,1,7,2,7,0,2,2,4,1,2,0,1,4,2,0,0,1,5
2013,1944.97099,1,3,2,3,7,4,2,0,2,2,4,2,3,5,1,4,2,0,0,2,3
2013,1559.02351,2,1,2,1,6,5,5,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2013,1559.02351,2,1,2,1,6,5,5,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2013,2848.18102,1,1,2,1,8,3,3,1,2,1,4,2,3,5,1,4,2,0,0,2,3
2013,2314.03466,1,1,2,1,4,1,4,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2013,4548.48784,1,1,2,1,1,1,7,1,1,2,3,2,3,5,1,4,2,0,0,2,4
2013,4548.48784,1,1,2,1,1,1,7,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2013,2675.59636,1,2,2,2,6,2,88,0,3,2,4,2,2,0,1,4,2,0,0,2,3
2013,1438.9357,2,1,2,1,5,2,6,3,2,1,3,1,2,0,1,4,2,1,1,2,3
2013,1438.9357,2,1,2,1,5,2,6,3,2,1,3,2,2,0,1,4,2,0,0,2,1
2013,3161.38073,2,2,2,2,6,88,88,4,3,1,3,2,2,0,1,4,2,0,0,2,4
2013,3161.38073,2,2,2,2,6,88,88,4,3,1,3,2,2,0,1,4,2,0,0,2,4
2013,3161.38073,2,2,2,2,6,88,88,4,3,1,3,2,2,0,1,4,2,0,0,2,4
2013,3161.38073,2,2,2,2,6,88,88,4,3,1,3,2,2,0,1,4,2,0,0,2,4
2013,1710.46175,1,1,2,1,6,1,1,3,3,1,4,2,2,0,1,4,2,0,0,2,3
2013,2737.95129,2,1,1,4,4,2,3,2,1,1,3,1,2,0,1,4,2,0,0,2,1
2013,1481.91895,1,1,2,1,6,2,88,0,3,3,3,2,2,0,1,4,2,0,0,2,3
2013,4080.01779,2,1,2,1,2,1,6,1,4,3,2,1,2,0,1,4,2,1,1,2,2
2013,2898.52941,2,1,2,1,8,5,88,1,1,2,3,2,2,0,1,4,2,0,0,2,1
2013,4966.76738,2,1,2,1,1,1,88,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2013,2747.9308,2,1,2,1,5,5,7,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2013,2747.9308,2,1,2,1,5,5,7,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2013,2747.9308,2,1,2,1,5,5,7,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2013,2747.9308,2,1,2,1,5,5,7,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2013,2747.9308,2,1,2,1,5,5,7,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2013,3094.74521,1,1,2,1,7,2,3,0,2,2,3,2,2,0,1,4,2,0,0,2,5
2013,3653.8718,1,1,2,1,1,1,1,1,2,3,4,2,2,0,1,4,2,0,0,2,3
2013,3389.42913,1,1,2,1,5,1,88,5,1,1,6,3,2,0,1,4,2,0,0,1,5
2013,3271.76016,2,1,2,1,5,1,4,5,1,1,4,2,2,0,1,4,2,0,0,2,3
2013,3976.19574,2,1,2,1,2,1,7,1,3,3,2,1,2,0,1,4,2,1,2,2,2
2013,3213.71127,2,1,2,1,6,1,88,1,2,3,2,1,2,0,1,4,2,0,0,1,1
2013,3213.71127,2,1,2,1,6,1,88,1,2,3,2,2,2,0,1,4,2,0,0,2,1
2013,2630.96184,1,1,2,1,7,2,7,1,1,1,4,2,2,0,1,4,2,0,0,2,3
2013,11939.50387,1,1,2,1,7,2,88,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2013,3028.7932,2,1,2,1,5,2,7,0,2,3,4,2,2,0,1,4,2,0,0,2,5
2013,3028.7932,2,1,2,1,5,2,7,0,2,3,4,2,2,0,1,4,2,0,0,2,5
2013,4607.62416,1,1,2,1,3,1,2,0,2,3,6,1,2,0,1,4,2,0,0,2,2
2013,4607.62416,1,1,2,1,3,1,2,0,2,3,6,1,2,0,1,4,2,0,0,2,2
2013,4607.62416,1,1,2,1,3,1,2,0,2,3,6,1,2,0,1,4,2,0,0,2,2
2013,4807.35441,1,1,2,1,4,1,2,1,1,3,3,2,2,0,1,4,2,1,2,2,1
2013,2755.83443,1,1,2,1,7,1,88,1,1,1,4,2,2,0,1,4,2,1,1,2,3
2013,2400.97513,2,3,2,3,7,2,88,2,1,1,4,1,2,0,1,4,2,0,0,2,1
2013,39992.0184,1,1,2,1,1,1,5,1,1,2,3,2,2,0,1,4,2,1,2,2,4
2013,3847.11753,1,1,2,1,1,1,3,0,2,2,3,2,2,0,1,4,2,0,0,2,4
2013,2809.37784,2,1,2,1,6,5,7,0,3,2,1,1,2,0,1,4,2,0,0,2,1
2013,2809.37784,2,1,2,1,6,5,7,0,3,2,1,1,2,0,1,4,2,0,0,,1
2013,2358.06125,1,1,2,1,1,1,1,1,2,3,3,3,2,0,1,4,2,0,0,2,2
2013,3313.38871,2,1,2,1,6,4,1,1,1,3,1,1,2,0,1,4,2,1,1,2,3
2013,3005.0166,2,1,2,1,6,4,4,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2013,3928.02493,1,1,2,1,4,1,4,1,3,1,4,2,2,0,1,4,2,0,0,2,3
2013,3928.02493,1,1,2,1,4,1,4,1,3,1,4,2,2,0,1,4,2,0,0,2,3
2013,3083.36334,2,1,2,1,5,2,3,0,1,3,4,1,2,0,1,4,2,1,2,2,3
2013,2780.67593,2,2,2,2,7,1,88,5,1,1,5,1,2,0,1,4,2,0,0,2,1
2013,2780.67593,2,2,2,2,7,1,88,5,1,1,4,8,2,0,1,4,2,0,0,,5
2013,2466.23369,2,1,2,1,6,2,4,1,2,3,1,1,2,0,1,4,2,0,0,,1
2013,3128.89245,2,1,2,1,6,5,5,0,1,2,2,1,2,0,1,4,2,0,0,2,1
2013,55933.4875,2,1,1,4,3,1,6,1,1,2,4,1,2,0,1,4,2,0,0,2,3
2013,3000.01974,1,3,2,3,6,4,1,2,2,1,4,2,3,5,1,4,2,0,0,2,1
2013,3017.38345,2,1,2,1,6,4,3,2,1,1,4,2,1,2,1,1,1,1,1,2,1
2013,3017.38345,2,1,2,1,6,4,3,2,1,1,4,2,1,2,1,1,1,1,1,2,1
2013,5225.74288,2,2,2,2,5,1,2,4,3,1,1,1,2,0,1,1,1,1,2,2,1
2013,3510.16628,2,1,2,1,6,5,88,1,2,2,3,2,2,0,1,1,1,1,1,1,1
2013,3258.31267,1,1,2,1,5,2,88,1,1,2,4,2,3,5,1,1,1,0,0,2,3
2013,3119.58695,1,1,2,1,6,2,6,1,3,2,4,1,2,0,1,1,1,0,0,2,5
2013,3088.68187,2,1,2,1,7,2,88,0,3,2,4,2,3,5,1,1,1,0,0,2,1
2013,3038.65081,2,1,1,4,7,3,5,1,4,2,4,2,3,5,1,1,1,0,0,2,3
2013,4462.69148,2,1,1,4,1,1,4,1,4,2,4,1,3,5,1,1,1,1,1,1,2
2013,2852.06101,2,1,2,1,8,5,2,1,4,1,3,2,2,0,1,1,1,0,0,2,1
2013,1803.65408,2,1,2,1,7,88,88,3,4,1,4,1,2,0,1,1,1,0,0,2,5
2013,1645.68604,2,2,2,2,7,4,2,1,4,2,3,2,2,0,1,1,1,1,1,2,2
2013,2932.97682,2,1,2,1,7,5,1,1,4,2,1,2,2,0,1,1,1,1,1,2,1
2013,2932.97682,2,1,2,1,7,5,1,1,4,2,1,2,2,0,1,1,1,1,1,2,1
2013,1640.45483,2,1,1,4,5,2,88,4,4,1,4,2,2,0,1,1,1,0,0,2,3
2013,5263.16913,2,1,2,1,2,1,3,2,2,1,3,1,2,0,1,1,1,1,1,1,2
2013,1430.1588,2,3,2,3,7,4,2,1,2,2,3,2,2,0,1,1,1,0,0,2,2
2013,2887.21941,2,1,2,1,5,4,5,1,2,3,3,2,2,0,1,1,1,1,2,2,1
2013,2887.21941,2,1,2,1,5,4,5,1,2,3,3,2,2,0,1,1,1,0,0,2,1
2013,2887.21941,2,1,2,1,5,4,5,1,2,3,3,2,2,0,1,1,1,1,1,2,1
2013,2887.21941,2,1,2,1,5,4,5,1,2,3,3,2,2,0,1,1,1,0,0,2,1
2013,28849.5343,2,1,2,1,6,5,5,1,3,2,1,1,2,0,1,1,1,1,1,1,1
2013,2724.26923,1,1,2,1,8,4,5,1,2,2,4,2,2,0,1,4,2,0,0,2,2
2013,3140.73456,1,1,1,4,6,4,5,0,3,2,1,2,2,0,1,4,2,1,1,2,1
2013,31099.12869,2,3,2,3,3,2,4,0,4,2,3,2,2,0,1,4,2,0,0,2,4
2013,4399.69228,2,1,2,1,4,1,3,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2013,36683.5028,1,1,2,1,6,88,88,1,3,1,3,2,2,0,1,4,2,1,1,2,1
2013,2886.94156,2,1,2,1,6,4,88,0,3,2,1,1,2,0,1,4,2,1,2,2,3
2013,2886.94156,2,1,2,1,6,4,88,0,3,2,1,1,2,0,1,4,2,1,2,2,3
2013,3546.85146,1,2,1,4,7,4,2,5,1,1,4,1,2,0,1,4,2,0,0,2,3
2013,2913.16409,2,1,1,4,6,1,2,2,3,1,3,2,2,0,1,4,2,0,0,2,3
2013,3544.39353,2,1,2,1,5,1,88,1,1,1,3,1,3,5,1,4,2,0,0,2,3
2013,2789.89671,2,1,2,1,6,1,2,1,1,2,2,2,2,0,1,4,2,1,1,2,2
2013,3594.81988,2,1,2,1,7,4,1,0,4,2,2,3,2,0,1,4,2,0,0,2,5
2013,3594.81988,2,1,2,1,7,4,1,0,4,2,2,3,2,0,1,4,2,0,0,2,5
2013,3594.81988,2,1,2,1,7,4,1,0,4,2,2,2,2,0,1,4,2,0,0,2,5
2013,3594.81988,2,1,2,1,7,4,1,0,4,2,2,2,2,0,1,4,2,0,0,2,5
2013,4297.75741,2,1,1,4,2,1,2,2,4,2,3,1,2,0,1,4,2,0,0,2,4
2013,5114.83539,1,1,1,4,2,1,6,1,4,2,3,2,2,0,1,4,2,1,1,2,4
2013,2688.60919,2,1,2,1,7,2,7,0,2,3,2,1,2,0,1,4,2,0,0,1,1
2013,2688.60919,2,1,2,1,7,2,7,0,2,3,2,1,2,0,1,4,2,0,0,2,2
2013,2688.60919,2,1,2,1,7,2,7,0,2,3,2,1,2,0,1,4,2,0,0,2,3
2013,2688.60919,2,1,2,1,7,2,7,0,2,3,2,1,2,0,1,4,2,0,0,2,3
2013,2625.34964,2,1,2,1,5,1,5,0,2,3,3,2,2,0,1,4,2,0,0,2,1
2013,4097.98115,2,1,2,1,4,1,2,1,1,2,3,2,2,0,1,4,2,0,0,2,1
2013,4097.98115,2,1,2,1,4,1,2,1,1,2,1,2,2,0,1,4,2,0,0,2,1
2013,4272.98435,1,1,2,1,5,1,2,1,1,3,4,2,2,0,1,4,2,1,1,2,2
2013,3580.05216,1,1,2,1,5,1,88,1,2,1,4,2,2,0,1,4,2,1,1,2,3
2013,2670.87786,2,1,1,4,5,1,1,1,3,2,1,1,2,0,1,4,2,1,1,2,1
2013,1941.06306,1,1,2,1,5,2,4,1,3,2,4,1,2,0,1,4,2,1,2,2,3
2013,3407.21956,1,1,2,1,6,1,88,4,2,1,3,2,2,0,1,4,2,0,0,2,1
2013,1835.42259,2,1,2,1,7,2,7,0,2,2,3,2,2,0,1,4,2,0,0,2,5
2013,2517.75615,2,1,2,1,8,3,4,1,1,2,4,2,2,0,2,5,3,0,0,2,3
2013,4934.16872,2,1,2,1,3,1,4,0,3,2,2,2,2,0,2,5,3,0,0,2,2
2013,3890.71947,1,1,2,1,4,2,88,1,3,3,4,1,2,0,2,5,3,0,0,2,5
2013,3252.32046,1,1,2,1,1,1,2,0,3,3,4,2,2,0,2,5,3,0,0,2,4
2013,6668.80703,2,2,2,2,3,1,88,5,1,1,4,1,2,0,2,5,3,0,0,2,3
2013,2644.136,1,3,2,3,4,1,4,2,4,1,6,2,3,5,2,5,3,0,0,1,3
2013,2970.1451,2,1,1,4,5,2,7,1,4,1,4,1,2,0,2,5,3,0,0,2,3
2013,3013.7044,1,1,1,4,8,2,4,5,4,1,4,2,2,0,2,5,3,0,0,2,3
2013,2256.00998,2,1,2,1,1,1,7,2,4,1,4,2,2,0,2,5,3,0,0,2,3
2013,2748.90945,1,1,2,1,3,1,4,1,2,3,6,2,3,5,2,5,3,0,0,2,3
2013,2378.14313,1,2,2,2,7,5,2,3,3,1,6,1,3,5,2,5,3,0,0,2,3
2013,4174.31879,2,2,2,2,6,1,2,5,1,1,6,1,2,0,2,5,3,0,0,2,3
2013,3815.47851,1,2,2,2,5,1,1,5,3,1,5,2,2,0,2,5,3,0,0,2,5
2013,3040.55349,1,1,2,1,7,2,88,0,2,2,6,1,2,0,2,5,3,0,0,1,3
2013,2837.91378,1,1,2,1,8,2,7,5,1,1,6,2,2,0,2,5,3,0,0,2,3
2013,7186.24821,1,2,2,2,2,1,7,5,2,1,6,2,2,0,2,5,3,0,0,2,4
2013,3594.93012,1,1,2,1,8,4,88,5,1,1,4,3,3,5,2,5,3,0,0,2,3
2013,1676.84875,2,1,2,1,6,4,6,4,3,1,4,1,3,5,2,5,3,0,0,2,1
2013,1975.03298,1,1,1,4,3,1,2,2,3,2,4,2,3,5,2,5,3,0,0,2,3
2013,2274.40893,2,3,2,3,6,3,6,0,3,2,5,2,2,0,2,5,3,0,0,2,3
2013,4235.70643,1,1,1,4,5,1,1,1,3,2,5,2,2,0,2,5,3,0,0,2,3
2013,1944.97099,1,3,2,3,7,4,2,0,2,2,6,1,3,5,2,5,3,0,0,2,3
2013,2952.98627,1,1,2,1,7,2,88,0,1,2,6,1,3,5,2,5,3,0,0,2,5
2013,4003.13962,2,2,2,2,5,2,88,5,1,1,4,1,2,0,2,5,3,0,0,2,3
2013,1693.75462,2,1,2,1,6,3,5,0,3,2,4,1,2,0,2,5,3,0,0,2,3
2013,2708.99544,2,1,2,1,8,2,88,1,4,2,6,1,3,5,2,5,3,0,0,2,3
2013,1601.93163,2,1,2,1,6,2,88,4,2,1,6,2,2,0,2,5,3,0,0,2,5
2013,2904.19192,1,1,1,4,5,5,5,2,3,1,6,1,3,5,2,5,3,0,0,2,2
2013,3481.77125,2,1,2,1,6,4,88,5,4,1,3,2,2,0,2,5,3,0,0,2,1
2013,2720.13877,1,2,2,2,4,1,2,3,3,1,6,1,3,5,2,5,3,0,0,2,3
2013,3782.38937,1,1,2,1,7,2,88,3,3,1,4,1,2,0,2,5,3,0,0,2,3
2013,2691.43819,2,1,2,1,8,4,3,1,4,2,6,1,3,5,2,5,3,0,0,1,3
2013,3333.90555,2,1,2,1,6,4,5,0,3,2,5,1,2,0,2,5,3,0,0,2,3
2013,2963.74159,2,2,2,2,6,1,2,3,2,1,4,2,2,0,2,5,3,0,0,2,3
2013,1789.83281,2,1,1,4,2,1,5,5,2,1,4,2,2,0,2,5,3,0,0,2,3
2013,3615.46889,1,1,2,1,5,2,7,0,3,2,6,2,2,0,2,5,3,0,0,2,3
2013,2599.72437,2,1,1,4,5,1,6,1,4,2,4,2,3,5,2,5,3,0,0,2,2
2013,2988.43588,2,1,2,1,6,4,88,1,3,2,4,1,3,5,2,5,3,0,0,2,3
2013,2731.64681,1,1,2,1,8,2,88,3,4,1,5,1,2,0,2,5,3,0,0,2,3
2013,1628.32518,1,1,1,4,8,4,2,2,4,1,6,1,3,5,2,5,3,0,0,2,3
2013,10092.87875,2,2,2,2,2,1,88,0,1,2,6,2,2,0,2,5,3,0,0,2,2
2013,4606.63773,2,3,1,4,4,1,88,5,1,1,4,2,3,5,2,5,3,0,0,2,3
2013,1680.14216,1,1,1,4,6,5,3,5,1,1,6,2,2,0,2,5,3,0,0,2,3
2013,3594.07204,2,1,1,4,3,1,3,1,3,1,4,1,2,0,1,1,1,0,0,2,1
2013,3049.59577,2,1,2,1,7,1,1,1,3,2,4,1,2,0,1,1,1,1,2,2,1
2013,1438.27605,1,1,2,1,5,2,4,2,3,1,3,1,2,0,1,1,1,1,1,1,1
2013,3847.88801,2,1,2,1,5,1,4,0,3,2,3,2,2,0,1,1,1,0,0,2,2
